fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Jack Hermansson,Chris Curtis,178,-223,0.3597122302158273,0.6904024767801857,199,-244,-21,21,0.3306902465643584,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,0,0
Paddy Pimblett,Jordan Leavitt,130,-161,0.43478260869565216,0.6168582375478927,113,-144,17,-17,0.18207562885224055,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,0,0
Nikita Krylov,Alexander Gustafsson,124,-153,0.44642857142857145,0.6047430830039525,99,-128,25,-25,0.15831451157538107,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,0,0
Molly McCann,Hannah Goldy,-343,262,0.7742663656884876,0.27624309392265195,-329,248,-14,14,0.49802327176583566,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,1,0
Paul Craig,Volkan Oezdemir,-204,163,0.6710526315789473,0.38022813688212925,-225,184,21,-21,0.2908244946968181,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,0,0
Mason Jones,Ludovit Klein,-137,111,0.5780590717299579,0.47393364928909953,-163,137,26,-26,0.10412542244085832,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,0,0
Marc Diakiese,Damir Hadzovic,207,-264,0.3257328990228013,0.7252747252747253,235,-292,-28,28,0.39954182625192397,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,1,0
Nathaniel Wood,Charles Rosa,277,-366,0.26525198938992045,0.7854077253218884,248,-337,29,-29,0.520155735931968,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,1,0
Makwan Amirkhani,Jonathan Pearce,-150,122,0.6,0.45045045045045046,-166,138,16,-16,0.14954954954954952,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,0,0
Muhammad Mokaev,Charles Johnson,-192,154,0.6575342465753424,0.3937007874015748,-178,140,-14,14,0.2638334591737676,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,0,0
Jai Herbert,Kyle Nelson,-312,241,0.7572815533980582,0.2932551319648094,-290,219,-22,22,0.46402642143324885,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,1,0
Mandy Bohm,Victoria Leonardo,243,-315,0.2915451895043732,0.7590361445783133,248,-320,-5,5,0.46749095507394006,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,0,0,1,0
Claudio Silva,Nicolas Dalby,-255,201,0.7183098591549296,0.33222591362126247,-239,185,-16,16,0.38608394553366715,UFC Fight Night: Blaydes vs. Aspinall ,Synthetic,1,0,1,0
Brian Ortega,Yair Rodriguez,289,-383,0.2570694087403599,0.7929606625258799,261,-355,28,-28,0.53589125378552,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,1,0
Michelle Waterson-Gomez,Amanda Lemos,166,-207,0.37593984962406013,0.6742671009771987,155,-196,11,-11,0.29832725135313853,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,0,0
Li Jingliang,Muslim Salikhov,251,-326,0.2849002849002849,0.7652582159624414,262,-337,-11,11,0.48035793106215646,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,1,0
Matt Schnell,Sumudaerji,275,-363,0.26666666666666666,0.7840172786177105,292,-380,-17,17,0.5173506119510438,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,1,0
Shane Burgos,Charles Jourdain,159,-198,0.3861003861003861,0.6644295302013423,155,-194,4,-4,0.2783291441009562,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,0,0
Lauren Murphy,Miesha Tate,-207,166,0.6742671009771987,0.37593984962406013,-229,188,22,-22,0.29832725135313853,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,1,0,0,0
Punahele Soriano,Dalcha Lungiambula,126,-156,0.4424778761061947,0.609375,100,-130,26,-26,0.1668971238938053,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,0,0
Ricky Simon,Jack Shore,-379,286,0.791231732776618,0.25906735751295334,-399,306,20,-20,0.5321643752636647,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,1,0,1,0
Bill Algeo,Herbert Burns,273,-360,0.2680965147453083,0.782608695652174,275,-362,-2,2,0.5145121809068656,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,1,0
Dustin Jacoby,Da Woon Jung,-167,135,0.6254681647940075,0.425531914893617,-142,110,-25,25,0.19993624990039044,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,1,0,0,0
Dwight Grant,Dustin Stoltzfus,283,-374,0.26109660574412535,0.7890295358649789,313,-404,-30,30,0.5279329301208535,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,1,0
Jessica Penne,Emily Ducote,181,-228,0.35587188612099646,0.6951219512195121,202,-249,-21,21,0.3392500650985157,UFC Fight Night: Ortega vs. Rodriguez ,Synthetic,0,0,0,0
Rafael Dos Anjos,Rafael Fiziev,-289,225,0.7429305912596401,0.3076923076923077,-298,234,9,-9,0.4352382835673324,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,1,0,1,0
Caio Borralho,Armen Petrosyan,139,-172,0.41841004184100417,0.6323529411764706,120,-153,19,-19,0.2139428993354664,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,0,0
Douglas Silva de Andrade,Said Nurmagomedov,-249,197,0.7134670487106017,0.3367003367003367,-231,179,-18,18,0.376766712010265,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,1,0,1,0
Jared Vanderaa,Chase Sherman,233,-300,0.3003003003003003,0.75,259,-326,-26,26,0.4496996996996997,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,1,0
Aiemann Zahabi,Ricky Turcios,170,-213,0.37037037037037035,0.6805111821086262,165,-208,5,-5,0.3101408117382558,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,0,0
Michael Johnson,Jamie Mullarkey,141,-175,0.4149377593360996,0.6363636363636364,119,-153,22,-22,0.22142587702753674,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,0,0
Cody Brundage,Tresean Gore,-310,240,0.7560975609756098,0.29411764705882354,-310,240,0,0,0.4619799139167862,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,1,0,1,0
Antonina Shevchenko,Cortney Casey,-233,185,0.6996996996996997,0.3508771929824561,-204,156,-29,29,0.3488225067172436,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,1,0,0,0
David Onama,Garrett Armfield,170,-213,0.37037037037037035,0.6805111821086262,160,-203,10,-10,0.3101408117382558,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,0,0
Kennedy Nzechukwu,Karl Roberson,220,-281,0.3125,0.7375328083989501,198,-259,22,-22,0.4250328083989501,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,0,0,1,0
Ronnie Lawrence,Saidyokub Kakhramonov,-395,296,0.797979797979798,0.25252525252525254,-386,287,-9,9,0.5454545454545454,UFC Fight Night: Dos Anjos vs. Fiziev ,Synthetic,1,0,1,0
Israel Adesanya,Jared Cannonier,-282,220,0.7382198952879581,0.3125,-284,222,2,-2,0.42571989528795806,UFC 276: Adesanya vs. Cannonier ,Synthetic,1,0,1,0
Alexander Volkanovski,Max Holloway,-336,257,0.7706422018348624,0.2801120448179272,-337,258,1,-1,0.49053015701693525,UFC 276: Adesanya vs. Cannonier ,Synthetic,1,0,1,0
Sean Strickland,Alex Pereira,150,-186,0.4,0.6503496503496503,143,-179,7,-7,0.2503496503496503,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,0,0
Robbie Lawler,Bryan Barberena,172,-216,0.36764705882352944,0.6835443037974683,196,-240,-24,24,0.3158972449739389,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,0,0
Pedro Munhoz,Sean O'Malley,-343,262,0.7742663656884876,0.27624309392265195,-373,292,30,-30,0.49802327176583566,UFC 276: Adesanya vs. Cannonier ,Synthetic,1,0,1,0
Brad Riddell,Jalin Turner,137,-170,0.4219409282700422,0.6296296296296297,145,-178,-8,8,0.20768870135958745,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,0,0
Jim Miller,Donald Cerrone,211,-269,0.3215434083601286,0.7289972899728997,224,-282,-13,13,0.4074538816127711,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,1,0
Ian Machado Garry,Gabe Green,283,-374,0.26109660574412535,0.7890295358649789,267,-358,16,-16,0.5279329301208535,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,1,0
Brad Tavares,Dricus Du Plessis,279,-368,0.2638522427440633,0.7863247863247863,256,-345,23,-23,0.5224725435807229,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,1,0
Uriah Hall,Andre Muniz,-160,130,0.6153846153846154,0.43478260869565216,-150,120,-10,10,0.18060200668896326,UFC 276: Adesanya vs. Cannonier ,Synthetic,1,0,0,0
Jessica Eye,Maycee Barber,-263,207,0.7245179063360881,0.3257328990228013,-293,237,30,-30,0.39878500731328687,UFC 276: Adesanya vs. Cannonier ,Synthetic,1,0,1,0
Jessica-Rose Clark,Julija Stoliarenko,178,-224,0.3597122302158273,0.691358024691358,204,-250,-26,26,0.33164579447553066,UFC 276: Adesanya vs. Cannonier ,Synthetic,0,0,0,0
Arman Tsarukyan,Mateusz Gamrot,205,-260,0.32786885245901637,0.7222222222222222,176,-231,29,-29,0.39435336976320584,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,1,0
Neil Magny,Shavkat Rakhmonov,109,-134,0.4784688995215311,0.5726495726495726,85,-110,24,-24,0.09418067312804151,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,1,0,0
Josh Parisian,Alan Baudot,-396,297,0.7983870967741935,0.2518891687657431,-392,293,-4,4,0.5464979280084504,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,1,0,1,0
Thiago Moises,Christos Giagos,212,-270,0.32051282051282054,0.7297297297297297,212,-270,0,0,0.4092169092169092,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,1,0
Nate Maness,Umar Nurmagomedov,-298,231,0.7487437185929648,0.3021148036253776,-325,258,27,-27,0.4466289149675872,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,1,0,1,0
Chris Curtis,Rodolfo Vieira,-168,136,0.6268656716417911,0.423728813559322,-184,152,16,-16,0.20313685808246906,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,1,0,0,0
Carlos Ulberg,Tafon Nchukwi,169,-212,0.37174721189591076,0.6794871794871795,165,-208,4,-4,0.30773996759126876,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,0,0
Shayilan Nuerdanbieke,TJ Brown,274,-361,0.26737967914438504,0.7830802603036876,246,-333,28,-28,0.5157005811593025,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,1,0
Raulian Paiva,Sergey Morozov,160,-200,0.38461538461538464,0.6666666666666666,181,-221,-21,21,0.282051282051282,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,0,0
JP Buys,Cody Durden,-240,190,0.7058823529411765,0.3448275862068966,-247,197,7,-7,0.36105476673427994,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,1,0,1,0
Brian Kelleher,Mario Bautista,157,-195,0.38910505836575876,0.6610169491525424,181,-219,-24,24,0.2719118907867836,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,0,0,0,0
Vanessa Demopoulos,Jinh Yu Frey,-208,166,0.6753246753246753,0.37593984962406013,-228,186,20,-20,0.2993848257006152,UFC Fight Night: Tsarukyan vs. Gamrot ,Synthetic,1,0,0,0
Calvin Kattar,Josh Emmett,-322,248,0.7630331753554502,0.28735632183908044,-344,270,22,-22,0.4756768535163698,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,1,0
Tim Means,Kevin Holland,252,-328,0.2840909090909091,0.7663551401869159,246,-322,6,-6,0.48226423109600675,UFC Fight Night: Kattar vs. Emmett ,Synthetic,0,0,1,0
Joaquin Buckley,Albert Duraev,116,-143,0.46296296296296297,0.588477366255144,140,-167,-24,24,0.12551440329218105,UFC Fight Night: Kattar vs. Emmett ,Synthetic,0,0,0,0
Damir Ismagulov,Guram Kutateladze,158,-197,0.3875968992248062,0.6632996632996633,141,-180,17,-17,0.27570276407485705,UFC Fight Night: Kattar vs. Emmett ,Synthetic,0,0,0,0
Julian Marquez,Gregory Rodrigues,-228,181,0.6951219512195121,0.35587188612099646,-252,205,24,-24,0.3392500650985157,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,0,0
Adrian Yanez,Tony Kelley,-169,137,0.6282527881040892,0.4219409282700422,-158,126,-11,11,0.20631185983404704,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,0,0
Jasmine Jasudavicius,Natalia Silva,-361,274,0.7830802603036876,0.26737967914438504,-347,260,-14,14,0.5157005811593025,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,1,0
Court McGee,Jeremiah Wells,-152,123,0.6031746031746031,0.4484304932735426,-178,149,26,-26,0.15474410990106052,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,0,0
Ricardo Ramos,Danny Chavez,-174,140,0.635036496350365,0.4166666666666667,-147,113,-27,27,0.21836982968369828,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,0,0
Maria Oliveira,Gloria de Paula,-348,266,0.7767857142857143,0.273224043715847,-319,237,-29,29,0.5035616705698673,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,1,0
Eddie Wineland,Cody Stamann,281,-371,0.26246719160104987,0.7876857749469215,281,-371,0,0,0.5252185833458716,UFC Fight Night: Kattar vs. Emmett ,Synthetic,0,0,1,0
Phil Hawes,Deron Winn,-213,170,0.6805111821086262,0.37037037037037035,-186,143,-27,27,0.3101408117382558,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,0,0
Roman Dolidze,Kyle Daukaus,-235,186,0.7014925373134329,0.34965034965034963,-216,167,-19,19,0.35184218766308323,UFC Fight Night: Kattar vs. Emmett ,Synthetic,1,0,1,0
Glover Teixeira,Jiri Prochazka,137,-170,0.4219409282700422,0.6296296296296297,127,-160,10,-10,0.20768870135958745,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,0,0
Valentina Shevchenko,Taila Santos,270,-355,0.2702702702702703,0.7802197802197802,282,-367,-12,12,0.5099495099495099,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,1,0
Zhang Weili,Joanna Jedrzejczyk,-275,215,0.7333333333333333,0.31746031746031744,-245,185,-30,30,0.41587301587301584,UFC 275: Teixeira vs. Prochazka ,Synthetic,1,0,1,0
Andre Fialho,Jake Matthews,-320,247,0.7619047619047619,0.2881844380403458,-300,227,-20,20,0.47372032386441604,UFC 275: Teixeira vs. Prochazka ,Synthetic,1,0,1,0
Jack Della Maddalena,Ramazan Emeev,-175,141,0.6363636363636364,0.4149377593360996,-159,125,-16,16,0.22142587702753674,UFC 275: Teixeira vs. Prochazka ,Synthetic,1,0,0,0
SeungWoo Choi,Josh Culibao,121,-149,0.45248868778280543,0.5983935742971888,123,-151,-2,2,0.14590488651438333,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,0,0
Maheshate,Steve Garcia,202,-256,0.33112582781456956,0.7191011235955056,204,-258,-2,2,0.38797529578093604,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,1,0
Brendan Allen,Jacob Malkoun,237,-306,0.29673590504451036,0.7536945812807881,238,-307,-1,1,0.4569586762362778,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,1,0
Kyung Ho Kang,Batgerel Danaa,-161,130,0.6168582375478927,0.43478260869565216,-185,154,24,-24,0.18207562885224055,UFC 275: Teixeira vs. Prochazka ,Synthetic,1,0,0,0
Liang Na,Silvana Gomez Juarez,-324,249,0.7641509433962265,0.28653295128939826,-339,264,15,-15,0.4776179921068282,UFC 275: Teixeira vs. Prochazka ,Synthetic,1,0,1,0
Ramona Pascual,Joselyne Edwards,231,-298,0.3021148036253776,0.7487437185929648,254,-321,-23,23,0.4466289149675872,UFC 275: Teixeira vs. Prochazka ,Synthetic,0,0,1,0
Alexander Volkov,Jairzinho Rozenstruik,192,-243,0.3424657534246575,0.7084548104956269,185,-236,7,-7,0.36598905707096935,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Dan Ige,Movsar Evloev,192,-243,0.3424657534246575,0.7084548104956269,169,-220,23,-23,0.36598905707096935,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Michael Trizano,Lucas Almeida,-179,144,0.6415770609318996,0.4098360655737705,-150,115,-29,29,0.2317409953581291,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,1,0,0,0
Karine Silva,Poliana Botelho,263,-344,0.27548209366391185,0.7747747747747747,280,-361,-17,17,0.4992926811108629,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Ode Osbourne,Zarrukh Adashev,210,-267,0.3225806451612903,0.7275204359673024,220,-277,-10,10,0.4049397908060121,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Alonzo Menifield,Askar Mozharov,-289,225,0.7429305912596401,0.3076923076923077,-315,251,26,-26,0.4352382835673324,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,1,0,1,0
Felice Herrig,Karolina Kowalkiewicz,259,-338,0.2785515320334262,0.771689497716895,268,-347,-9,9,0.4931379656834688,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Joe Solecki,Alex Da Silva,261,-341,0.2770083102493075,0.7732426303854876,283,-363,-22,22,0.4962343201361801,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,1,0
Damon Jackson,Dan Argueta,-303,235,0.7518610421836228,0.29850746268656714,-317,249,14,-14,0.4533535794970557,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,1,0,1,0
Niklas Stolze,Benoit Saint Denis,152,-189,0.3968253968253968,0.6539792387543253,160,-197,-8,8,0.2571538419289285,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,0,0
Johnny Munoz,Tony Gravely,172,-215,0.36764705882352944,0.6825396825396826,198,-241,-26,26,0.3148926237161531,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,0,0
Jeff Molina,Zhalgas Zhumagulov,-305,236,0.7530864197530864,0.2976190476190476,-330,261,25,-25,0.4554673721340388,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,1,0,1,0
Rinat Fakhretdinov,Andreas Michailidis,-214,171,0.6815286624203821,0.36900369003690037,-193,150,-21,21,0.31252497238348176,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,1,0,0,0
Erin Blanchfield,JJ Aldrich,185,-233,0.3508771929824561,0.6996996996996997,182,-230,3,-3,0.3488225067172436,UFC Fight Night: Volkov vs. Rozenstruik ,Synthetic,0,0,0,0
Holly Holm,Ketlen Vieira,-168,136,0.6268656716417911,0.423728813559322,-168,136,0,0,0.20313685808246906,UFC Fight Night: Holm vs. Vieira ,Synthetic,1,0,0,0
Santiago Ponzinibbio,Michel Pereira,106,-130,0.4854368932038835,0.5652173913043478,86,-110,20,-20,0.07978049810046428,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,1,0,0
Chidi Njokuani,Dusko Todorovic,-286,223,0.7409326424870466,0.30959752321981426,-276,213,-10,10,0.43133511926723234,UFC Fight Night: Holm vs. Vieira ,Synthetic,1,0,1,0
Polyana Viana,Tabatha Ricci,289,-384,0.2570694087403599,0.7933884297520661,279,-374,10,-10,0.5363190210117063,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,1,0
Eryk Anders,JunYong Park,-202,162,0.6688741721854304,0.3816793893129771,-182,142,-20,20,0.2871947828724533,UFC Fight Night: Holm vs. Vieira ,Synthetic,1,0,0,0
Joseph Holmes,Alen Amedovski,150,-187,0.4,0.6515679442508711,173,-210,-23,23,0.25156794425087103,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,0,0
Jailton Almeida,Parker Porter,300,-400,0.25,0.8,311,-411,-11,11,0.55,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,1,0
Omar Morales,Uros Medic,-242,192,0.7076023391812866,0.3424657534246575,-221,171,-21,21,0.36513658575662905,UFC Fight Night: Holm vs. Vieira ,Synthetic,1,0,1,0
Jonathan Martinez,Vince Morales,236,-305,0.2976190476190476,0.7530864197530864,243,-312,-7,7,0.4554673721340388,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,1,0
Chase Hooper,Felipe Colares,181,-228,0.35587188612099646,0.6951219512195121,206,-253,-25,25,0.3392500650985157,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,0,0
Elise Reed,Sam Hughes,249,-324,0.28653295128939826,0.7641509433962265,239,-314,10,-10,0.4776179921068282,UFC Fight Night: Holm vs. Vieira ,Synthetic,0,0,1,0
Jan Blachowicz,Aleksandar Rakic,147,-183,0.4048582995951417,0.6466431095406361,162,-198,-15,15,0.2417848099454944,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,0,0
Ryan Spann,Ion Cutelaba,122,-150,0.45045045045045046,0.6,107,-135,15,-15,0.14954954954954952,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,0,0
Davey Grant,Louis Smolka,127,-157,0.44052863436123346,0.6108949416342413,118,-148,9,-9,0.17036630727300783,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,0,0
Katlyn Cerminara,Amanda Ribas,-319,246,0.7613365155131265,0.28901734104046245,-319,246,0,0,0.4723191744726641,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,1,0,1,0
Frank Camacho,Manuel Torres,-182,147,0.6453900709219859,0.4048582995951417,-163,128,-19,19,0.24053177132684417,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,1,0,0,0
Jake Hadley,Allan Nascimento,296,-394,0.25252525252525254,0.7975708502024291,293,-391,3,-3,0.5450455976771766,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,1,0
Viviane Araujo,Andrea Lee,228,-293,0.3048780487804878,0.7455470737913485,223,-288,5,-5,0.44066902501086075,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,1,0
Michael Johnson,Alan Patrick,217,-278,0.31545741324921134,0.7354497354497355,215,-276,2,-2,0.4199923222005241,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,0,0,1,0
Virna Jandiroba,Angela Hill,-359,273,0.7821350762527233,0.2680965147453083,-374,288,15,-15,0.514038561507415,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,1,0,1,0
Tatsuro Taira,Carlos Candelario,-142,115,0.5867768595041323,0.46511627906976744,-167,140,25,-25,0.12166058043436484,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,1,0,0,0
Nick Maximov,Andre Petroski,-337,258,0.7711670480549199,0.27932960893854747,-330,251,-7,7,0.4918374391163724,UFC Fight Night: Blachowicz vs. Rakic ,Synthetic,1,0,1,0
Charles Oliveira,Justin Gaethje,-154,125,0.6062992125984252,0.4444444444444444,-130,101,-24,24,0.1618547681539808,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,0,0
Rose Namajunas,Carla Esparza,200,-253,0.3333333333333333,0.71671388101983,181,-234,19,-19,0.3833805476864967,UFC 274: Oliveira vs. Gaethje ,Synthetic,0,0,1,0
Michael Chandler,Tony Ferguson,222,-284,0.3105590062111801,0.7395833333333334,210,-272,12,-12,0.42902432712215327,UFC 274: Oliveira vs. Gaethje ,Synthetic,0,0,1,0
Mauricio Rua,Ovince Saint Preux,285,-377,0.2597402597402597,0.790356394129979,287,-379,-2,2,0.5306161343897193,UFC 274: Oliveira vs. Gaethje ,Synthetic,0,0,1,0
Randy Brown,Khaos Williams,260,-340,0.2777777777777778,0.7727272727272727,267,-347,-7,7,0.4949494949494949,UFC 274: Oliveira vs. Gaethje ,Synthetic,0,0,1,0
Francisco Trinaldo,Danny Roberts,-319,246,0.7613365155131265,0.28901734104046245,-342,269,23,-23,0.4723191744726641,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,1,0
Macy Chiasson,Norma Dumont,-329,253,0.7668997668997669,0.28328611898017,-356,280,27,-27,0.48361364791959693,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,1,0
Brandon Royval,Matt Schnell,-227,181,0.6941896024464832,0.35587188612099646,-235,189,8,-8,0.33831771632548674,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,0,0
Blagoy Ivanov,Marcos Rogerio de Lima,-294,229,0.7461928934010152,0.303951367781155,-310,245,16,-16,0.44224152561986024,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,1,0
Andre Fialho,Cameron VanCamp,249,-324,0.28653295128939826,0.7641509433962265,249,-324,0,0,0.4776179921068282,UFC 274: Oliveira vs. Gaethje ,Synthetic,0,0,1,0
Tracy Cortez,Melissa Gatto,-285,222,0.7402597402597403,0.3105590062111801,-284,221,-1,1,0.4297007340485602,UFC 274: Oliveira vs. Gaethje ,Synthetic,1,0,1,0
