fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Armen Petrosyan,Gregory Rodrigues,2025-05-28 18:27:36.025993,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rongzhu,Ignacio Bahamondes,2025-04-24 18:27:36.067994,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josiane Nunes,Ramona Pascual,2025-03-04 18:27:36.107909,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Terrance McKinney,Fares Ziam,2025-03-01 18:27:36.145287,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alejandro Perez,Jonathan Martinez,2025-07-08 18:27:36.183768,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ramiz Brahimaj,Micheal Gillmore,2025-06-14 18:27:36.214124,25.0,25.0,30,0,7.0,18.5,7,-1,32.0,43.5,30,18.0
Victor Altamirano,Carlos Hernandez,2025-04-02 18:27:36.252071,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Johnny Walker,Jamahal Hill,2025-11-27 18:27:36.295244,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kyle Daukaus,Jamie Pickett,2025-04-07 18:27:36.332985,30.0,29.2,30,-1,25.0,25.0,30,0,55.0,54.2,30,5.0
Parker Porter,Alan Baudot,2025-04-28 18:27:36.376206,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jim Miller,Nikolas Motta,2025-05-05 18:27:36.417667,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joaquin Buckley,Abdul Razak Alhassan,2025-03-15 18:27:36.448906,25.0,25.0,30,0,40.0,39.0,40,1,65.0,64.0,40,15.0
Gabriel Benitez,David Onama,2025-06-05 18:27:36.496446,45.0,38.25,45,1,25.0,25.0,30,0,70.0,63.25,45,20.0
Jessica-Rose Clark,Stephanie Egger,2025-01-21 18:27:36.536516,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chas Skelly,Mark Striegl,2025-10-12 18:27:36.574996,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diana Belbita,Gloria de Paula,2024-12-07 18:27:36.614600,14.0,34.5,14,-1,25.0,25.0,30,0,39.0,59.5,30,11.0
Chad Anheliger,Jesse Strader,2025-06-28 18:27:36.654188,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jonathan Pearce,Christian Rodriguez,2025-09-26 18:27:36.685477,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mario Bautista,Jay Perrin,2025-01-10 18:27:36.716287,25.0,25.0,30,0,8.0,6.5,8,1,33.0,31.5,30,17.0
Israel Adesanya,Robert Whittaker,2025-01-13 18:27:36.758802,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Derrick Lewis,Tai Tuivasa,2025-01-17 18:27:36.798656,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jared Cannonier,Derek Brunson,2025-05-27 18:27:36.841141,25.0,25.0,30,0,23.0,23.25,23,-1,48.0,48.25,30,2.0
Alexander Hernandez,Renato Moicano,2025-10-21 18:27:36.881013,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
King Green,Nasrat Haqparast,2025-02-17 18:27:36.914788,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Andrei Arlovski,Jared Vanderaa,2025-10-03 18:27:36.952996,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roxanne Modafferi,Casey O'Neill,2025-03-18 18:27:36.991637,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kyler Phillips,Marcelo Rojo,2025-04-17 18:27:37.025194,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Carlos Ulberg,Fabio Cherant,2025-01-06 18:27:37.067861,24.0,27.6,24,1,14.0,19.2,14,-1,38.0,46.8,24,10.0
Mana Martinez,Ronnie Lawrence,2025-09-22 18:27:37.110316,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
AJ Dobson,Jacob Malkoun,2025-07-25 18:27:37.148966,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Douglas Silva de Andrade,Sergey Morozov,2025-10-18 18:27:37.196676,25.0,25.0,30,0,28.0,29.5,28,-1,53.0,54.5,30,3.0
Jeremiah Wells,Blood Diamond,2025-08-01 18:27:37.237190,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
William Knight,Maxim Grishin,2025-10-27 18:27:37.272952,25.0,25.0,30,0,45.0,47.4,45,-1,70.0,72.4,45,20.0
Jack Hermansson,Sean Strickland,2025-04-20 18:27:37.308984,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Punahele Soriano,Nick Maximov,2024-12-14 18:27:37.344625,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shavkat Rakhmonov,Carlston Harris,2025-11-08 18:27:37.380060,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sam Alvey,Brendan Allen,2025-08-30 18:27:37.415054,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tresean Gore,Bryan Battle,2025-11-08 18:27:37.449334,7.0,7.75,7,-1,25.0,25.0,30,0,32.0,32.75,30,18.0
Julian Erosa,Steven Peterson,2025-02-19 18:27:37.486152,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Miles Johns,John Castaneda,2025-07-26 18:27:37.524500,25.0,18.25,25,1,10.0,10.25,10,1,35.0,28.5,25,15.0
Hakeem Dawodu,Michael Trizano,2025-03-21 18:27:37.565498,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chidi Njokuani,Marc-Andre Barriault,2024-12-13 18:27:37.604027,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alexis Davis,Julija Stoliarenko,2025-04-16 18:27:37.636365,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jailton Almeida,Danilo Marques,2025-03-27 18:27:37.674384,14.0,22.5,14,-1,25.0,25.0,30,0,39.0,47.5,30,11.0
Jason Witt,Phil Rowe,2025-06-10 18:27:37.717640,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Malcolm Gordon,Denys Bondar,2025-06-19 18:27:37.759101,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francis Ngannou,Ciryl Gane,2025-05-17 18:27:37.799301,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brandon Moreno,Deiveson Figueiredo,2025-06-17 18:27:37.838392,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michel Pereira,Andre Fialho,2025-11-20 18:27:37.879885,28.0,37.75,28,1,25.0,25.0,30,0,53.0,62.75,30,3.0
Cody Stamann,Said Nurmagomedov,2025-09-22 18:27:37.927944,25.0,25.0,30,0,16.0,10.8,16,1,41.0,35.8,30,9.0
Michael Morales,Trevin Giles,2025-05-29 18:27:37.973939,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Raoni Barcelos,Victor Henry,2024-12-27 18:27:38.011413,25.0,25.0,30,0,23.0,26.5,23,-1,48.0,51.5,30,2.0
Jack Della Maddalena,Pete Rodriguez,2025-01-10 18:27:38.055054,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tony Gravely,Saimon Oliveira,2025-08-14 18:27:38.095449,25.0,25.0,30,0,30.0,30.75,30,1,55.0,55.75,30,5.0
Matt Frevola,Genaro Valdez,2025-07-28 18:27:38.140877,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Silvana Gomez Juarez,Vanessa Demopoulos,2025-05-06 18:27:38.178776,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kay Hansen,Jasmine Jasudavicius,2025-07-20 18:27:38.211756,30.0,28.4,30,1,25.0,25.0,30,0,55.0,53.4,30,5.0
Calvin Kattar,Giga Chikadze,2025-10-01 18:27:38.257302,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake Collier,Chase Sherman,2025-08-10 18:27:38.302238,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brandon Royval,Rogerio Bontorin,2025-10-14 18:27:38.341766,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Katlyn Cerminara,Jennifer Maia,2024-12-23 18:27:38.380810,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dakota Bush,Viacheslav Borshchev,2025-11-04 18:27:38.412048,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bill Algeo,Joanderson Brito,2025-04-06 18:27:38.437366,25.0,25.0,30,0,31.0,42.6,31,-1,56.0,67.6,31,6.0
Jamie Pickett,Joseph Holmes,2025-05-04 18:27:38.489026,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Court McGee,Ramiz Brahimaj,2025-03-06 18:27:38.519476,26.0,26.0,26,-1,25.0,25.0,30,0,51.0,51.0,30,1.0
Brian Kelleher,Kevin Croom,2025-04-21 18:27:38.560677,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
TJ Brown,Charles Rosa,2025-07-08 18:27:38.600116,25.0,25.0,30,0,33.0,27.5,33,-1,58.0,52.5,33,8.0
Derrick Lewis,Chris Daukaus,2025-11-02 18:27:38.638572,25.0,25.0,30,0,21.0,25.8,21,-1,46.0,50.8,30,4.0
Stephen Thompson,Belal Muhammad,2025-09-25 18:27:38.677319,25.0,25.0,30,0,32.0,28.75,32,1,57.0,53.75,32,7.0
Amanda Lemos,Angela Hill,2025-03-13 18:27:38.714879,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Raphael Assuncao,Ricky Simon,2025-09-18 18:27:38.756051,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diego Ferreira,Mateusz Gamrot,2025-04-29 18:27:38.786920,25.0,25.0,30,0,20.0,15.5,20,1,45.0,40.5,30,5.0
Cub Swanson,Darren Elkins,2025-06-20 18:27:38.837958,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Stoltzfus,Gerald Meerschaert,2025-06-05 18:27:38.879380,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Justin Tafa,Harry Hunsucker,2025-11-30 18:27:38.921681,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sijara Eubanks,Melissa Gatto,2025-01-02 18:27:38.954072,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Charles Jourdain,Andre Ewell,2025-11-02 18:27:38.986885,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Raquel Pennington,Macy Chiasson,2025-11-17 18:27:39.025557,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Don'Tale Mayes,Josh Parisian,2025-05-09 18:27:39.067787,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jordan Leavitt,Matt Sayles,2025-04-29 18:27:39.106197,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Charles Oliveira,Dustin Poirier,2025-08-09 18:27:39.137270,62.0,49.25,62,1,25.0,25.0,30,0,87.0,74.25,62,37.0
Amanda Nunes,Julianna Pena,2025-09-14 18:27:39.181092,18.0,16.0,18,-1,19.0,19.8,19,1,37.0,35.8,19,1.0
Geoff Neal,Santiago Ponzinibbio,2025-05-17 18:27:39.225729,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kai Kara-France,Cody Garbrandt,2024-12-14 18:27:39.260878,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Raulian Paiva,Sean O'Malley,2025-06-05 18:27:39.304371,22.0,16.25,22,-1,25.0,25.0,30,0,47.0,41.25,30,3.0
Josh Emmett,Dan Ige,2025-05-30 18:27:39.351917,36.0,35.5,36,-1,39.0,31.5,39,-1,75.0,67.0,39,3.0
Pedro Munhoz,Dominick Cruz,2025-07-11 18:27:39.392538,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Augusto Sakai,Tai Tuivasa,2025-08-30 18:27:39.415050,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jordan Wright,Bruno Silva,2025-04-08 18:27:39.445795,25.0,25.0,30,0,39.0,35.25,39,-1,64.0,60.25,39,14.0
Andre Muniz,Eryk Anders,2024-12-17 18:27:39.484757,25.0,25.0,30,0,5.0,10.75,5,-1,30.0,35.75,30,20.0
Miranda Maverick,Erin Blanchfield,2025-03-01 18:27:39.517790,25.0,25.0,30,0,19.0,14.25,19,1,44.0,39.25,30,6.0
Ryan Hall,Darrick Minner,2025-09-05 18:27:39.556441,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Randy Costa,Tony Kelley,2025-07-03 18:27:39.594815,27.0,26.5,27,1,25.0,25.0,30,0,52.0,51.5,30,2.0
Gillian Robertson,Priscila Cachoeira,2025-04-05 18:27:39.632700,16.0,17.5,16,-1,25.0,25.0,30,0,41.0,42.5,30,9.0
Rob Font,Jose Aldo,2025-03-22 18:27:39.672503,25.0,25.0,30,0,21.0,30.75,21,-1,46.0,55.75,30,4.0
Brad Riddell,Rafael Fiziev,2025-02-08 18:27:39.716470,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jimmy Crute,Jamahal Hill,2025-10-14 18:27:39.754485,38.0,33.5,38,1,25.0,25.0,30,0,63.0,58.5,38,13.0
Clay Guida,Leonardo Santos,2025-06-10 18:27:39.797221,25.0,25.0,30,0,10.0,10.0,10,-1,35.0,35.0,30,15.0
Brendan Allen,Chris Curtis,2025-07-20 18:27:39.832240,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alex Morono,Mickey Gall,2024-12-25 18:27:39.869582,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Maki Pitolo,Dusko Todorovic,2025-09-20 18:27:39.902390,14.0,17.5,14,-1,18.0,21.75,18,1,32.0,39.25,18,4.0
Manel Kape,Zhalgas Zhumagulov,2025-09-24 18:27:39.938950,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bryan Barberena,Darian Weeks,2025-07-19 18:27:39.973931,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cheyanne Vlismas,Mallory Martin,2025-09-20 18:27:40.013903,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alonzo Menifield,William Knight,2025-11-05 18:27:40.051799,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Claudio Puelles,Chris Gruetzemacher,2025-08-06 18:27:40.088728,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Louis Smolka,Vince Morales,2025-09-22 18:27:40.118069,25.0,25.0,30,0,14.0,32.0,14,1,39.0,57.0,30,11.0
Ketlen Vieira,Miesha Tate,2025-03-31 18:27:40.143310,14.0,15.2,14,1,25.0,25.0,30,0,39.0,40.2,30,11.0
Michael Chiesa,Sean Brady,2025-10-29 18:27:40.188376,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joanne Wood,Taila Santos,2025-10-05 18:27:40.226178,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rani Yahya,Kyung Ho Kang,2025-11-17 18:27:40.266520,25.0,25.0,30,0,6.0,8.0,6,-1,31.0,33.0,30,19.0
Davey Grant,Adrian Yanez,2025-03-24 18:27:40.307454,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Pat Sabatini,Tucker Lutz,2025-02-06 18:27:40.341751,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rafa Garcia,Natan Levy,2025-06-06 18:27:40.384952,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Loma Lookboonmee,Loopy Godinez,2025-07-28 18:27:40.429389,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cody Durden,Aoriqileng,2025-09-09 18:27:40.461487,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shayilan Nuerdanbieke,Sean Soriano,2025-06-16 18:27:40.504469,32.0,21.6,32,-1,25.0,25.0,30,0,57.0,46.6,32,7.0
Luana Pinheiro,Sam Hughes,2025-03-27 18:27:40.549533,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Max Holloway,Yair Rodriguez,2025-06-13 18:27:40.580866,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ben Rothwell,Marcos Rogerio de Lima,2025-01-10 18:27:40.611037,25.0,25.0,30,0,43.0,27.0,43,1,68.0,52.0,43,18.0
Felicia Spencer,Leah Letson,2025-04-10 18:27:40.653508,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Miguel Baeza,Khaos Williams,2024-12-25 18:27:40.689519,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Song Yadong,Julio Arce,2024-12-27 18:27:40.720006,9.0,8.25,9,1,25.0,25.0,30,0,34.0,33.25,30,16.0
Thiago Moises,Joel Alvarez,2025-05-03 18:27:40.765221,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cynthia Calvillo,Andrea Lee,2025-07-11 18:27:40.802395,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sean Woodson,Collin Anglin,2024-12-09 18:27:40.839370,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cortney Casey,Liana Jojua,2025-11-16 18:27:40.875037,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marc Diakiese,Rafael Alves,2025-10-22 18:27:40.914065,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kennedy Nzechukwu,Da Woon Jung,2025-05-25 18:27:40.947951,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kamaru Usman,Colby Covington,2025-08-24 18:27:40.989482,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rose Namajunas,Zhang Weili,2024-12-18 18:27:41.030809,25.0,25.0,30,0,2.0,24.25,2,-1,27.0,49.25,30,23.0
Frankie Edgar,Marlon Vera,2024-12-16 18:27:41.071693,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shane Burgos,Billy Quarantillo,2024-12-15 18:27:41.107340,21.0,29.6,21,-1,25.0,25.0,30,0,46.0,54.6,30,4.0
Justin Gaethje,Michael Chandler,2025-08-07 18:27:41.150461,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alex Pereira,Andreas Michailidis,2025-01-04 18:27:41.174987,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Al Iaquinta,King Green,2025-07-06 18:27:41.209165,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Phil Hawes,Chris Curtis,2024-12-26 18:27:41.241000,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Edmen Shahbazyan,Nassourdine Imavov,2025-05-21 18:27:41.276640,25.0,25.0,30,0,18.0,11.5,18,1,43.0,36.5,30,7.0
Ian Machado Garry,Jordan Williams,2025-08-11 18:27:41.319598,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gian Villante,Chris Barnett,2025-01-25 18:27:41.349960,8.0,19.0,8,-1,9.0,19.0,9,-1,17.0,38.0,9,1.0
Dustin Jacoby,John Allan,2025-03-17 18:27:41.397163,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Melsik Baghdasaryan,Bruno Souza,2025-01-21 18:27:41.422926,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
CJ Vergara,Ode Osbourne,2025-10-25 18:27:41.463765,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jan Blachowicz,Glover Teixeira,2025-09-16 18:27:41.494370,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Petr Yan,Cory Sandhagen,2025-12-02 18:27:41.527415,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Islam Makhachev,Dan Hooker,2025-05-25 18:27:41.562617,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alexander Volkov,Marcin Tybura,2025-05-18 18:27:41.597927,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Li Jingliang,Khamzat Chimaev,2025-11-24 18:27:41.639021,27.0,33.8,27,-1,25.0,25.0,30,0,52.0,58.8,30,2.0
Magomed Ankalaev,Volkan Oezdemir,2025-07-13 18:27:41.670008,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Amanda Ribas,Virna Jandiroba,2025-06-17 18:27:41.714374,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ricardo Ramos,Zubaira Tukhugov,2025-01-21 18:27:41.751982,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Albert Duraev,Roman Kopylov,2025-11-10 18:27:41.789200,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Elizeu Zaleski dos Santos,Benoit Saint Denis,2025-10-06 18:27:41.824383,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shamil Gamzatov,Michal Oleksiejczuk,2025-05-01 18:27:41.855064,11.0,9.0,11,1,10.0,8.25,10,1,21.0,17.25,11,1.0
Makwan Amirkhani,Lerone Murphy,2025-04-02 18:27:41.897895,7.0,17.25,7,-1,28.0,33.25,28,-1,35.0,50.5,28,21.0
Hu Yaozong,Andre Petroski,2024-12-31 18:27:41.944178,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tagir Ulanbekov,Allan Nascimento,2025-07-04 18:27:41.973927,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paulo Costa,Marvin Vettori,2025-05-27 18:27:42.010560,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Grant Dawson,Ricky Glenn,2025-10-16 18:27:42.046357,25.0,25.0,30,0,10.0,11.25,10,-1,35.0,36.25,30,15.0
Jessica-Rose Clark,Joselyne Edwards,2025-03-21 18:27:42.072312,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alex Caceres,SeungWoo Choi,2024-12-07 18:27:42.116206,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francisco Trinaldo,Dwight Grant,2025-08-05 18:27:42.159759,27.0,41.5,27,-1,25.0,25.0,30,0,52.0,66.5,30,2.0
Nicolae Negumereanu,Ike Villanueva,2025-03-27 18:27:42.201247,18.0,25.0,18,1,18.0,14.75,18,1,36.0,39.75,18,0.0
JunYong Park,Gregory Rodrigues,2025-07-20 18:27:42.237458,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mason Jones,David Onama,2025-10-02 18:27:42.271352,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tabatha Ricci,Maria Oliveira,2025-05-13 18:27:42.311189,27.0,30.25,27,-1,25.0,25.0,30,0,52.0,55.25,30,2.0
Jamie Pickett,Laureano Staropoli,2025-03-20 18:27:42.348998,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Khama Worthy,Jai Herbert,2025-02-10 18:27:42.388281,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jeff Molina,Daniel Lacerda,2025-06-02 18:27:42.426434,25.0,25.0,30,0,1.0,4.2,1,1,26.0,29.2,30,24.0
Livinha Souza,Randa Markos,2025-05-22 18:27:42.470166,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jonathan Martinez,Zviad Lazishvili,2024-12-19 18:27:42.510420,25.0,25.0,30,0,37.0,44.25,37,-1,62.0,69.25,37,12.0
Aspen Ladd,Norma Dumont,2025-06-16 18:27:42.549571,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Andrei Arlovski,Carlos Felipe,2025-04-26 18:27:42.580798,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jim Miller,Erick Gonzalez,2025-09-03 18:27:42.616938,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Manon Fiorot,Mayra Bueno Silva,2025-10-16 18:27:42.647148,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Landwehr,Ludovit Klein,2024-12-30 18:27:42.688336,25.0,25.0,30,0,26.0,24.0,26,-1,51.0,49.0,30,1.0
Andrew Sanchez,Bruno Silva,2025-02-25 18:27:42.731796,7.0,4.75,7,1,34.0,35.75,34,1,41.0,40.5,34,27.0
Danny Roberts,Ramazan Emeev,2025-07-19 18:27:42.774955,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Loopy Godinez,Luana Carolina,2025-05-22 18:27:42.812809,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Batgerel Danaa,Brandon Davis,2025-06-07 18:27:42.852718,25.0,25.0,30,0,27.0,20.75,27,1,52.0,45.75,30,2.0
Istela Nunes,Ariane Carnelossi,2025-03-16 18:27:42.894451,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mackenzie Dern,Marina Rodriguez,2025-08-30 18:27:42.926975,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Randy Brown,Jared Gooden,2025-08-28 18:27:42.957214,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Elliott,Matheus Nicolau,2025-09-29 18:27:42.994014,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sabina Mazo,Mariya Agapova,2025-01-05 18:27:43.022895,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Gutierrez,Felipe Colares,2025-02-20 18:27:43.062422,21.0,27.25,21,-1,25.0,25.0,30,0,46.0,52.25,30,4.0
Alexandr Romanov,Jared Vanderaa,2024-12-19 18:27:43.105509,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Charles Rosa,Damon Jackson,2025-04-20 18:27:43.150497,41.0,27.0,41,1,36.0,31.0,36,1,77.0,58.0,41,5.0
Loopy Godinez,Silvana Gomez Juarez,2025-01-13 18:27:43.183986,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Steve Garcia,Charlie Ontiveros,2025-03-09 18:27:43.216980,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Santos,Johnny Walker,2025-02-28 18:27:43.239760,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
